"ecosystem","component","package","version","relationship","development_only","optional","licence_from_source","source_file","installation_path"
"npm","frontend","iterator.prototype","1.1.5","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/iterator.prototype"
"npm","frontend","jiti","2.6.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/jiti"
"npm","frontend","js-tokens","4.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/js-tokens"
"npm","frontend","js-yaml","4.1.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/js-yaml"
"npm","frontend","jsdom","30.0.1","direct","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/jsdom"
"npm","frontend","jsesc","3.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/jsesc"
"npm","frontend","json-buffer","3.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/json-buffer"
"npm","frontend","json-schema-traverse","0.4.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/json-schema-traverse"
"npm","frontend","json-stable-stringify-without-jsonify","1.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/json-stable-stringify-without-jsonify"
"npm","frontend","json5","1.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/tsconfig-paths/node_modules/json5"
"npm","frontend","json5","2.2.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/json5"
"npm","frontend","jsx-ast-utils","3.3.5","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/jsx-ast-utils"
"npm","frontend","keyv","4.5.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/keyv"
"npm","frontend","language-subtag-registry","0.3.23","transitive","true","false","CC0-1.0","kubeview-frontend/package-lock.json","node_modules/language-subtag-registry"
"npm","frontend","language-tags","1.0.9","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/language-tags"
"npm","frontend","levn","0.4.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/levn"
"npm","frontend","lightningcss","1.31.1","transitive","true","false","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/lightningcss"
"npm","frontend","lightningcss","1.33.0","transitive","true","false","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/vite/node_modules/lightningcss"
"npm","frontend","lightningcss-android-arm64","1.31.1","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/lightningcss-android-arm64"
"npm","frontend","lightningcss-android-arm64","1.33.0","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/vite/node_modules/lightningcss-android-arm64"
"npm","frontend","lightningcss-darwin-arm64","1.31.1","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/lightningcss-darwin-arm64"
"npm","frontend","lightningcss-darwin-arm64","1.33.0","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/vite/node_modules/lightningcss-darwin-arm64"
"npm","frontend","lightningcss-darwin-x64","1.31.1","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/lightningcss-darwin-x64"
"npm","frontend","lightningcss-darwin-x64","1.33.0","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/vite/node_modules/lightningcss-darwin-x64"
"npm","frontend","lightningcss-freebsd-x64","1.31.1","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/lightningcss-freebsd-x64"
"npm","frontend","lightningcss-freebsd-x64","1.33.0","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/vite/node_modules/lightningcss-freebsd-x64"
"npm","frontend","lightningcss-linux-arm-gnueabihf","1.31.1","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/lightningcss-linux-arm-gnueabihf"
"npm","frontend","lightningcss-linux-arm-gnueabihf","1.33.0","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/vite/node_modules/lightningcss-linux-arm-gnueabihf"
"npm","frontend","lightningcss-linux-arm64-gnu","1.31.1","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/lightningcss-linux-arm64-gnu"
"npm","frontend","lightningcss-linux-arm64-gnu","1.33.0","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/vite/node_modules/lightningcss-linux-arm64-gnu"
"npm","frontend","lightningcss-linux-arm64-musl","1.31.1","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/lightningcss-linux-arm64-musl"
"npm","frontend","lightningcss-linux-arm64-musl","1.33.0","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/vite/node_modules/lightningcss-linux-arm64-musl"
"npm","frontend","lightningcss-linux-x64-gnu","1.31.1","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/lightningcss-linux-x64-gnu"
"npm","frontend","lightningcss-linux-x64-gnu","1.33.0","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/vite/node_modules/lightningcss-linux-x64-gnu"
"npm","frontend","lightningcss-linux-x64-musl","1.31.1","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/lightningcss-linux-x64-musl"
"npm","frontend","lightningcss-linux-x64-musl","1.33.0","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/vite/node_modules/lightningcss-linux-x64-musl"
"npm","frontend","lightningcss-win32-arm64-msvc","1.31.1","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/lightningcss-win32-arm64-msvc"
"npm","frontend","lightningcss-win32-arm64-msvc","1.33.0","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/vite/node_modules/lightningcss-win32-arm64-msvc"
"npm","frontend","lightningcss-win32-x64-msvc","1.31.1","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/lightningcss-win32-x64-msvc"
"npm","frontend","lightningcss-win32-x64-msvc","1.33.0","transitive","true","true","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/vite/node_modules/lightningcss-win32-x64-msvc"
"npm","frontend","locate-path","6.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/locate-path"
"npm","frontend","lodash.merge","4.6.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/lodash.merge"
"npm","frontend","loose-envify","1.4.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/loose-envify"
"npm","frontend","lru-cache","11.5.2","transitive","true","false","BlueOak-1.0.0","kubeview-frontend/package-lock.json","node_modules/@asamuzakjp/css-color/node_modules/lru-cache"
"npm","frontend","lru-cache","11.5.2","transitive","true","false","BlueOak-1.0.0","kubeview-frontend/package-lock.json","node_modules/@asamuzakjp/dom-selector/node_modules/lru-cache"
"npm","frontend","lru-cache","11.5.2","transitive","true","false","BlueOak-1.0.0","kubeview-frontend/package-lock.json","node_modules/jsdom/node_modules/lru-cache"
"npm","frontend","lru-cache","5.1.1","transitive","true","false","ISC","kubeview-frontend/package-lock.json","node_modules/lru-cache"
"npm","frontend","lz-string","1.5.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/lz-string"
"npm","frontend","magic-string","0.30.21","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/magic-string"
"npm","frontend","math-intrinsics","1.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/math-intrinsics"
"npm","frontend","mdn-data","2.27.1","transitive","true","false","CC0-1.0","kubeview-frontend/package-lock.json","node_modules/mdn-data"
"npm","frontend","merge2","1.4.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/merge2"
"npm","frontend","micromatch","4.0.8","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/micromatch"
"npm","frontend","min-indent","1.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/min-indent"
"npm","frontend","minimatch","10.2.4","transitive","true","false","BlueOak-1.0.0","kubeview-frontend/package-lock.json","node_modules/@typescript-eslint/typescript-estree/node_modules/minimatch"
"npm","frontend","minimatch","3.1.5","transitive","true","false","ISC","kubeview-frontend/package-lock.json","node_modules/minimatch"
"npm","frontend","minimist","1.2.8","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/minimist"
"npm","frontend","ms","2.1.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/ms"
"npm","frontend","nanoid","3.3.18","transitive","false","false","MIT","kubeview-frontend/package-lock.json","node_modules/nanoid"
"npm","frontend","napi-postinstall","0.3.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/napi-postinstall"
"npm","frontend","natural-compare","1.4.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/natural-compare"
"npm","frontend","next","16.1.6","direct","false","false","MIT","kubeview-frontend/package-lock.json","node_modules/next"
"npm","frontend","node-exports-info","1.6.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/node-exports-info"
"npm","frontend","node-releases","2.0.27","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/node-releases"
"npm","frontend","object-assign","4.1.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/object-assign"
"npm","frontend","object-inspect","1.13.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/object-inspect"
"npm","frontend","object-keys","1.1.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/object-keys"
"npm","frontend","object.assign","4.1.7","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/object.assign"
"npm","frontend","object.entries","1.1.9","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/object.entries"
"npm","frontend","object.fromentries","2.0.8","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/object.fromentries"
"npm","frontend","object.groupby","1.0.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/object.groupby"
"npm","frontend","object.values","1.2.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/object.values"
"npm","frontend","obug","2.1.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/obug"
"npm","frontend","optionator","0.9.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/optionator"
"npm","frontend","own-keys","1.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/own-keys"
"npm","frontend","p-limit","3.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/p-limit"
"npm","frontend","p-locate","5.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/p-locate"
"npm","frontend","parent-module","1.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/parent-module"
"npm","frontend","parse5","8.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/parse5"
"npm","frontend","path-exists","4.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/path-exists"
"npm","frontend","path-key","3.1.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/path-key"
"npm","frontend","path-parse","1.0.7","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/path-parse"
"npm","frontend","pathe","2.0.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/pathe"
"npm","frontend","picocolors","1.1.1","transitive","false","false","ISC","kubeview-frontend/package-lock.json","node_modules/picocolors"
"npm","frontend","picomatch","2.3.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/picomatch"
"npm","frontend","picomatch","4.0.7","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/tinyglobby/node_modules/picomatch"
"npm","frontend","picomatch","4.0.7","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/vite/node_modules/picomatch"
"npm","frontend","picomatch","4.0.7","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/vitest/node_modules/picomatch"
"npm","frontend","possible-typed-array-names","1.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/possible-typed-array-names"
"npm","frontend","postcss","8.4.31","transitive","false","false","MIT","kubeview-frontend/package-lock.json","node_modules/next/node_modules/postcss"
"npm","frontend","postcss","8.5.26","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/postcss"
"npm","frontend","prelude-ls","1.2.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/prelude-ls"
"npm","frontend","pretty-format","27.5.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/pretty-format"
"npm","frontend","prop-types","15.8.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/prop-types"
"npm","frontend","punycode","2.3.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/punycode"
"npm","frontend","queue-microtask","1.2.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/queue-microtask"
"npm","frontend","react","19.2.3","direct","false","false","MIT","kubeview-frontend/package-lock.json","node_modules/react"
"npm","frontend","react-dom","19.2.3","direct","false","false","MIT","kubeview-frontend/package-lock.json","node_modules/react-dom"
"npm","frontend","react-is","16.13.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/react-is"
"npm","frontend","react-is","17.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/pretty-format/node_modules/react-is"
"npm","frontend","redent","3.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/redent"
"npm","frontend","reflect.getprototypeof","1.0.10","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/reflect.getprototypeof"
"npm","frontend","regexp.prototype.flags","1.5.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/regexp.prototype.flags"
"npm","frontend","require-from-string","2.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/require-from-string"
"npm","frontend","resolve","1.22.11","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/resolve"
"npm","frontend","resolve","2.0.0-next.6","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/eslint-plugin-react/node_modules/resolve"
"npm","frontend","resolve-from","4.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/resolve-from"
"npm","frontend","resolve-pkg-maps","1.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/resolve-pkg-maps"
"npm","frontend","reusify","1.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/reusify"
"npm","frontend","rolldown","1.2.6","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/rolldown"
"npm","frontend","run-parallel","1.2.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/run-parallel"
"npm","frontend","safe-array-concat","1.1.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/safe-array-concat"
"npm","frontend","safe-push-apply","1.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/safe-push-apply"
"npm","frontend","safe-regex-test","1.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/safe-regex-test"
"npm","frontend","saxes","6.0.0","transitive","true","false","ISC","kubeview-frontend/package-lock.json","node_modules/saxes"
"npm","frontend","scheduler","0.27.0","transitive","false","false","MIT","kubeview-frontend/package-lock.json","node_modules/scheduler"
"npm","frontend","semver","6.3.1","transitive","true","false","ISC","kubeview-frontend/package-lock.json","node_modules/semver"
"npm","frontend","semver","7.7.4","transitive","true","false","ISC","kubeview-frontend/package-lock.json","node_modules/@typescript-eslint/typescript-estree/node_modules/semver"
"npm","frontend","semver","7.7.4","transitive","true","false","ISC","kubeview-frontend/package-lock.json","node_modules/is-bun-module/node_modules/semver"
"npm","frontend","semver","7.7.4","transitive","false","true","ISC","kubeview-frontend/package-lock.json","node_modules/sharp/node_modules/semver"
"npm","frontend","set-function-length","1.2.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/set-function-length"
"npm","frontend","set-function-name","2.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/set-function-name"
"npm","frontend","set-proto","1.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/set-proto"
"npm","frontend","sharp","0.34.5","transitive","false","true","Apache-2.0","kubeview-frontend/package-lock.json","node_modules/sharp"
"npm","frontend","shebang-command","2.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/shebang-command"
"npm","frontend","shebang-regex","3.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/shebang-regex"
"npm","frontend","side-channel","1.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/side-channel"
"npm","frontend","side-channel-list","1.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/side-channel-list"
"npm","frontend","side-channel-map","1.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/side-channel-map"
"npm","frontend","side-channel-weakmap","1.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/side-channel-weakmap"
"npm","frontend","siginfo","2.0.0","transitive","true","false","ISC","kubeview-frontend/package-lock.json","node_modules/siginfo"
"npm","frontend","source-map-js","1.2.1","transitive","false","false","BSD-3-Clause","kubeview-frontend/package-lock.json","node_modules/source-map-js"
"npm","frontend","stable-hash","0.0.5","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/stable-hash"
"npm","frontend","stackback","0.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/stackback"
"npm","frontend","std-env","4.2.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/std-env"
"npm","frontend","stop-iteration-iterator","1.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/stop-iteration-iterator"
"npm","frontend","string.prototype.includes","2.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/string.prototype.includes"
"npm","frontend","string.prototype.matchall","4.0.12","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/string.prototype.matchall"
"npm","frontend","string.prototype.repeat","1.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/string.prototype.repeat"
"npm","frontend","string.prototype.trim","1.2.10","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/string.prototype.trim"
"npm","frontend","string.prototype.trimend","1.0.9","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/string.prototype.trimend"
"npm","frontend","string.prototype.trimstart","1.0.8","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/string.prototype.trimstart"
"npm","frontend","strip-bom","3.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/strip-bom"
"npm","frontend","strip-indent","3.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/strip-indent"
"npm","frontend","strip-json-comments","3.1.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/strip-json-comments"
"npm","frontend","styled-jsx","5.1.6","transitive","false","false","MIT","kubeview-frontend/package-lock.json","node_modules/styled-jsx"
"npm","frontend","supports-color","7.2.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/supports-color"
"npm","frontend","supports-preserve-symlinks-flag","1.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/supports-preserve-symlinks-flag"
"npm","frontend","symbol-tree","3.2.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/symbol-tree"
"npm","frontend","tailwindcss","4.2.1","direct","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/tailwindcss"
"npm","frontend","tapable","2.3.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/tapable"
"npm","frontend","tinybench","2.9.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/tinybench"
"npm","frontend","tinyexec","1.3.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/tinyexec"
"npm","frontend","tinyglobby","0.2.17","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/tinyglobby"
"npm","frontend","tinyrainbow","3.1.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/tinyrainbow"
"npm","frontend","tldts","7.4.11","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/tldts"
"npm","frontend","tldts-core","7.4.11","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/tldts-core"
"npm","frontend","to-regex-range","5.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/to-regex-range"
"npm","frontend","tough-cookie","6.0.2","transitive","true","false","BSD-3-Clause","kubeview-frontend/package-lock.json","node_modules/tough-cookie"
"npm","frontend","tr46","6.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/tr46"
"npm","frontend","ts-api-utils","2.4.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/ts-api-utils"
"npm","frontend","tsconfig-paths","3.15.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/tsconfig-paths"
"npm","frontend","tslib","2.8.1","transitive","false","false","0BSD","kubeview-frontend/package-lock.json","node_modules/tslib"
"npm","frontend","type-check","0.4.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/type-check"
"npm","frontend","typed-array-buffer","1.0.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/typed-array-buffer"
"npm","frontend","typed-array-byte-length","1.0.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/typed-array-byte-length"
"npm","frontend","typed-array-byte-offset","1.0.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/typed-array-byte-offset"
"npm","frontend","typed-array-length","1.0.7","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/typed-array-length"
"npm","frontend","typescript","5.9.3","direct","true","false","Apache-2.0","kubeview-frontend/package-lock.json","node_modules/typescript"
"npm","frontend","typescript-eslint","8.56.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/typescript-eslint"
"npm","frontend","unbox-primitive","1.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/unbox-primitive"
"npm","frontend","undici","8.10.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/undici"
"npm","frontend","undici-types","6.21.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/undici-types"
"npm","frontend","unrs-resolver","1.11.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/unrs-resolver"
"npm","frontend","update-browserslist-db","1.2.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/update-browserslist-db"
"npm","frontend","uri-js","4.4.1","transitive","true","false","BSD-2-Clause","kubeview-frontend/package-lock.json","node_modules/uri-js"
"npm","frontend","vite","8.2.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/vite"
"npm","frontend","vitest","4.1.11","direct","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/vitest"
"npm","frontend","w3c-xmlserializer","5.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/w3c-xmlserializer"
"npm","frontend","webidl-conversions","8.0.1","transitive","true","false","BSD-2-Clause","kubeview-frontend/package-lock.json","node_modules/webidl-conversions"
"npm","frontend","whatwg-mimetype","5.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/whatwg-mimetype"
"npm","frontend","whatwg-url","16.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/data-urls/node_modules/whatwg-url"
"npm","frontend","whatwg-url","17.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/whatwg-url"
"npm","frontend","which","2.0.2","transitive","true","false","ISC","kubeview-frontend/package-lock.json","node_modules/which"
"npm","frontend","which-boxed-primitive","1.1.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/which-boxed-primitive"
"npm","frontend","which-builtin-type","1.2.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/which-builtin-type"
"npm","frontend","which-collection","1.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/which-collection"
"npm","frontend","which-typed-array","1.1.20","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/which-typed-array"
"npm","frontend","why-is-node-running","2.3.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/why-is-node-running"
"npm","frontend","word-wrap","1.2.5","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/word-wrap"
"npm","frontend","xml-name-validator","5.0.0","transitive","true","false","Apache-2.0","kubeview-frontend/package-lock.json","node_modules/xml-name-validator"
"npm","frontend","xmlchars","2.2.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/xmlchars"
"npm","frontend","yallist","3.1.1","transitive","true","false","ISC","kubeview-frontend/package-lock.json","node_modules/yallist"
"npm","frontend","yocto-queue","0.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/yocto-queue"
"npm","frontend","zod","4.3.6","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/zod"
"npm","frontend","zod-validation-error","4.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/zod-validation-error"
